Fotograma	Hora-Minuto-Segundo	Tiempo	fps	Exposición	Ganancia	Bitrate	WB
1	10-36-11	40.116272926330566	40.16416895689895	-1.0	-1.0	-1.0	WB
2	10-36-11	40.15247917175293	27.43598733614171	-1.0	-1.0	-1.0	WB
3	10-36-11	40.180973052978516	35.12758580258287	-1.0	-1.0	-1.0	WB
4	10-36-11	40.20712947845459	37.44914285714286	-1.0	-1.0	-1.0	WB
5	10-36-11	40.248095750808716	24.491857076956315	-1.0	-1.0	-1.0	WB
6	10-36-11	40.282989740371704	28.647856347628903	-1.0	-1.0	-1.0	WB
7	10-36-11	40.31818675994873	28.612874177968184	-1.0	-1.0	-1.0	WB
8	10-36-11	40.351479291915894	29.828919295650444	-1.0	-1.0	-1.0	WB
9	10-36-11	40.38416242599487	30.660341084364653	-1.0	-1.0	-1.0	WB
10	10-36-11	40.420706033706665	27.462034557489964	-1.0	-1.0	-1.0	WB
11	10-36-11	40.44189786911011	46.49334353142008	-1.0	-1.0	-1.0	WB
12	10-36-11	40.48610997200012	23.10720326143845	-1.0	-1.0	-1.0	WB
13	10-36-11	40.515178203582764	33.38536849394666	-1.0	-1.0	-1.0	WB
14	10-36-12	40.549816846847534	28.893554875864538	-1.0	-1.0	-1.0	WB
15	10-36-12	40.581029653549194	31.90021447802741	-1.0	-1.0	-1.0	WB
16	10-36-12	40.613786458969116	30.48983745747434	-1.0	-1.0	-1.0	WB
17	10-36-12	40.65086340904236	27.303644778898168	-1.0	-1.0	-1.0	WB
18	10-36-12	40.67712044715881	37.714830367499616	-1.0	-1.0	-1.0	WB
19	10-36-12	40.71580171585083	25.745667933191335	-1.0	-1.0	-1.0	WB
20	10-36-12	40.74945545196533	29.91486933698505	-1.0	-1.0	-1.0	WB
21	10-36-12	40.782697439193726	30.08200589547368	-1.0	-1.0	-1.0	WB
22	10-36-12	40.81080484390259	35.482103731526365	-1.0	-1.0	-1.0	WB
23	10-36-12	40.8406937122345	33.34900214677586	-1.0	-1.0	-1.0	WB
24	10-36-12	40.87835669517517	26.52138503174242	-1.0	-1.0	-1.0	WB
25	10-36-12	40.92165184020996	23.166934552906152	-1.0	-1.0	-1.0	WB
26	10-36-12	40.94926643371582	35.97049843916161	-1.0	-1.0	-1.0	WB
27	10-36-12	40.98175072669983	30.894308464014497	-1.0	-1.0	-1.0	WB
28	10-36-12	41.010955572128296	34.381513693408635	-1.0	-1.0	-1.0	WB
29	10-36-12	41.04302144050598	31.090566765006745	-1.0	-1.0	-1.0	WB
30	10-36-12	41.07581973075867	30.471452338227493	-1.0	-1.0	-1.0	WB
31	10-36-12	41.11195397377014	27.63737958118633	-1.0	-1.0	-1.0	WB
32	10-36-12	41.15533256530762	23.579401843939735	-1.0	-1.0	-1.0	WB
33	10-36-12	41.18952035903931	28.62205116656772	-1.0	-1.0	-1.0	WB
34	10-36-12	41.207894802093506	53.862208010684334	-1.0	-1.0	-1.0	WB
35	10-36-12	41.2564058303833	20.817677364277987	-1.0	-1.0	-1.0	WB
36	10-36-12	41.28682589530945	32.6526951701803	-1.0	-1.0	-1.0	WB
37	10-36-12	41.30678939819336	49.37495879832368	-1.0	-1.0	-1.0	WB
38	10-36-12	41.347247838974	24.72123726895511	-1.0	-1.0	-1.0	WB
39	10-36-12	41.3896164894104	23.592001574936017	-1.0	-1.0	-1.0	WB
40	10-36-12	41.418344497680664	34.87522658107861	-1.0	-1.0	-1.0	WB
41	10-36-12	41.44605016708374	36.069174872081526	-1.0	-1.0	-1.0	WB
42	10-36-12	41.47766375541687	31.65178018926302	-1.0	-1.0	-1.0	WB
43	10-36-12	41.508644104003906	32.25444869961088	-1.0	-1.0	-1.0	WB
44	10-36-13	41.54921913146973	24.624864966417736	-1.0	-1.0	-1.0	WB
45	10-36-13	41.578383922576904	34.210451620270305	-1.0	-1.0	-1.0	WB
46	10-36-13	41.60956645011902	32.1750243558174	-1.0	-1.0	-1.0	WB
47	10-36-13	41.643755197525024	29.21129644461469	-1.0	-1.0	-1.0	WB
48	10-36-13	41.67667078971863	30.42062127838581	-1.0	-1.0	-1.0	WB
49	10-36-13	41.7199912071228	23.04398037502816	-1.0	-1.0	-1.0	WB
50	10-36-13	41.75801682472229	26.419814054271963	-1.0	-1.0	-1.0	WB
51	10-36-13	41.78193235397339	41.81175110154116	-1.0	-1.0	-1.0	WB
52	10-36-13	41.8258113861084	22.729905488597936	-1.0	-1.0	-1.0	WB
53	10-36-13	41.8546998500824	35.04511083445435	-1.0	-1.0	-1.0	WB
54	10-36-13	41.883469581604004	34.48270645784519	-1.0	-1.0	-1.0	WB
55	10-36-13	41.909778356552124	37.87763358709689	-1.0	-1.0	-1.0	WB
56	10-36-13	41.94855546951294	25.81014854836129	-1.0	-1.0	-1.0	WB
57	10-36-13	41.985310792922974	27.167292794776795	-1.0	-1.0	-1.0	WB
58	10-36-13	42.01238679885864	36.99626888710517	-1.0	-1.0	-1.0	WB
59	10-36-13	42.0564546585083	23.112041746337002	-1.0	-1.0	-1.0	WB
60	10-36-13	42.089763164520264	29.338183039086765	-1.0	-1.0	-1.0	WB
61	10-36-13	42.11074113845825	47.69614955991722	-1.0	-1.0	-1.0	WB
62	10-36-13	42.160197019577026	20.189188929001205	-1.0	-1.0	-1.0	WB
63	10-36-13	42.191879987716675	31.475535810770246	-1.0	-1.0	-1.0	WB
64	10-36-13	42.21811628341675	38.36897040662306	-1.0	-1.0	-1.0	WB
65	10-36-13	42.25453186035156	27.520596301982863	-1.0	-1.0	-1.0	WB
66	10-36-13	42.28567981719971	32.084450802053134	-1.0	-1.0	-1.0	WB
67	10-36-13	42.30866837501526	43.20906562274647	-1.0	-1.0	-1.0	WB
68	10-36-13	42.3471200466156	25.948749675200137	-1.0	-1.0	-1.0	WB
69	10-36-13	42.38416290283203	27.0199317142305	-1.0	-1.0	-1.0	WB
70	10-36-13	42.41663837432861	30.915030367356565	-1.0	-1.0	-1.0	WB
71	10-36-13	42.448304653167725	31.42483385904054	-1.0	-1.0	-1.0	WB
72	10-36-13	42.490421533584595	23.919475794264077	-1.0	-1.0	-1.0	WB
73	10-36-13	42.512075424194336	45.66173140567845	-1.0	-1.0	-1.0	WB
74	10-36-14	42.552377462387085	24.869725053512877	-1.0	-1.0	-1.0	WB
75	10-36-14	42.57647633552551	41.36924852298618	-1.0	-1.0	-1.0	WB
76	10-36-14	42.62098431587219	22.584991815283882	-1.0	-1.0	-1.0	WB
77	10-36-14	42.64616918563843	39.20753059068772	-1.0	-1.0	-1.0	WB
78	10-36-14	42.67817211151123	31.347329242681294	-1.0	-1.0	-1.0	WB
79	10-36-14	42.72137689590454	23.26317540959966	-1.0	-1.0	-1.0	WB
80	10-36-14	42.753111124038696	31.50721894202311	-1.0	-1.0	-1.0	WB
81	10-36-14	42.779311180114746	38.01254304875838	-1.0	-1.0	-1.0	WB
82	10-36-14	42.818608045578	25.392169801611566	-1.0	-1.0	-1.0	WB
83	10-36-14	42.84479093551636	38.24302712559836	-1.0	-1.0	-1.0	WB
84	10-36-14	42.88991737365723	24.62645537439011	-1.0	-1.0	-1.0	WB
85	10-36-14	42.91854524612427	30.11548458434453	-1.0	-1.0	-1.0	WB
86	10-36-14	42.94710421562195	35.022286053055666	-1.0	-1.0	-1.0	WB
87	10-36-14	42.98198080062866	28.584014829353396	-1.0	-1.0	-1.0	WB
88	10-36-14	43.01521444320679	30.091717844228892	-1.0	-1.0	-1.0	WB
89	10-36-14	43.050564765930176	28.438851408617825	-1.0	-1.0	-1.0	WB
90	10-36-14	43.08071422576904	32.95336266499057	-1.0	-1.0	-1.0	WB
91	10-36-14	43.11824131011963	26.65436358899078	-1.0	-1.0	-1.0	WB
92	10-36-14	43.14451718330383	38.20505720323544	-1.0	-1.0	-1.0	WB
93	10-36-14	43.1799521446228	28.274935957934474	-1.0	-1.0	-1.0	WB
94	10-36-14	43.21984553337097	24.953469970550614	-1.0	-1.0	-1.0	WB
95	10-36-14	43.25473356246948	28.94240230749591	-1.0	-1.0	-1.0	WB
96	10-36-14	43.27840781211853	41.81717031734479	-1.0	-1.0	-1.0	WB
97	10-36-14	43.32075619697571	23.787347228129875	-1.0	-1.0	-1.0	WB
98	10-36-14	43.359270334243774	26.22702175421922	-1.0	-1.0	-1.0	WB
99	10-36-14	43.38915824890137	32.788492808005	-1.0	-1.0	-1.0	WB
100	10-36-14	43.41371250152588	40.84353211545203	-1.0	-1.0	-1.0	WB
101	10-36-14	43.45066857337952	27.013492886447217	-1.0	-1.0	-1.0	WB
102	10-36-14	43.48128914833069	32.47043886880385	-1.0	-1.0	-1.0	WB
103	10-36-14	43.513434648513794	31.28770066240974	-1.0	-1.0	-1.0	WB
104	10-36-15	43.55884146690369	22.14170933854194	-1.0	-1.0	-1.0	WB
105	10-36-15	43.58848857879639	33.561949876772395	-1.0	-1.0	-1.0	WB
106	10-36-15	43.620333194732666	31.24202246521467	-1.0	-1.0	-1.0	WB
107	10-36-15	43.66182088851929	24.219192636605634	-1.0	-1.0	-1.0	WB
108	10-36-15	43.68043756484985	53.52130360993786	-1.0	-1.0	-1.0	WB
109	10-36-15	43.72500562667847	22.709476214711902	-1.0	-1.0	-1.0	WB
110	10-36-15	43.75540614128113	32.501890769326145	-1.0	-1.0	-1.0	WB
111	10-36-15	43.78483867645264	33.69974530174111	-1.0	-1.0	-1.0	WB
112	10-36-15	43.81545925140381	32.477981772144055	-1.0	-1.0	-1.0	WB
113	10-36-15	43.860711336135864	22.266778505675124	-1.0	-1.0	-1.0	WB
114	10-36-15	43.89488697052002	29.189138029423635	-1.0	-1.0	-1.0	WB
115	10-36-15	43.92876076698303	29.403380372527987	-1.0	-1.0	-1.0	WB
116	10-36-15	43.95849275588989	34.46938741966766	-1.0	-1.0	-1.0	WB
117	10-36-15	43.98504567146301	36.697499431291234	-1.0	-1.0	-1.0	WB
118	10-36-15	44.013432025909424	35.37317939159843	-1.0	-1.0	-1.0	WB
119	10-36-15	44.060086250305176	21.37246749011455	-1.0	-1.0	-1.0	WB
120	10-36-15	44.085657835006714	39.05092825354263	-1.0	-1.0	-1.0	WB
121	10-36-15	44.1154899597168	33.49360760858281	-1.0	-1.0	-1.0	WB
122	10-36-15	44.14548993110657	33.36199998409176	-1.0	-1.0	-1.0	WB
123	10-36-15	44.178752183914185	30.038056906318708	-1.0	-1.0	-1.0	WB
124	10-36-15	44.22447085380554	21.88214548433041	-1.0	-1.0	-1.0	WB
125	10-36-15	44.247849225997925	42.72098921357928	-1.0	-1.0	-1.0	WB
126	10-36-15	44.28813028335571	24.795771900161984	-1.0	-1.0	-1.0	WB
127	10-36-15	44.31297254562378	40.51136824618	-1.0	-1.0	-1.0	WB
