Fotograma	Hora-Minuto-Segundo	Tiempo	fps	Exposición	Ganancia	Bitrate	WB
1	10-27-29	20.05972933769226	54.702367134007176	-1.0	-1.0	-1.0	WB
2	10-27-29	20.097673892974854	26.206538038588423	-1.0	-1.0	-1.0	WB
3	10-27-29	20.131829977035522	29.276747822202367	-1.0	-1.0	-1.0	WB
4	10-27-29	20.159488916397095	36.06545310713088	-1.0	-1.0	-1.0	WB
5	10-27-29	20.19585943222046	27.426658296714795	-1.0	-1.0	-1.0	WB
6	10-27-29	20.22987127304077	29.46369288047487	-1.0	-1.0	-1.0	WB
7	10-27-29	20.259356260299683	34.283995422592774	-1.0	-1.0	-1.0	WB
8	10-27-29	20.2985622882843	25.400165930878284	-1.0	-1.0	-1.0	WB
9	10-27-29	20.32731342315674	34.68832393271251	-1.0	-1.0	-1.0	WB
10	10-27-29	20.361002922058105	29.902712722346987	-1.0	-1.0	-1.0	WB
11	10-27-29	20.398949146270752	26.309772926859868	-1.0	-1.0	-1.0	WB
12	10-27-29	20.428560256958008	33.44846725573384	-1.0	-1.0	-1.0	WB
13	10-27-29	20.459782123565674	32.081260517056755	-1.0	-1.0	-1.0	WB
14	10-27-29	20.496747493743896	27.046066546298686	-1.0	-1.0	-1.0	WB
15	10-27-29	20.52627158164978	34.201803741213695	-1.0	-1.0	-1.0	WB
16	10-27-29	20.559483289718628	29.77259756668891	-1.0	-1.0	-1.0	WB
17	10-27-29	20.59399390220642	29.07703399700516	-1.0	-1.0	-1.0	WB
18	10-27-30	20.626153230667114	31.098865574256692	-1.0	-1.0	-1.0	WB
19	10-27-30	20.660311460494995	29.517396689561988	-1.0	-1.0	-1.0	WB
20	10-27-30	20.692670345306396	30.932814136318715	-1.0	-1.0	-1.0	WB
21	10-27-30	20.726107835769653	29.743250813731677	-1.0	-1.0	-1.0	WB
22	10-27-30	20.760352849960327	29.04662774672955	-1.0	-1.0	-1.0	WB
23	10-27-30	20.795438051223755	28.517160728855046	-1.0	-1.0	-1.0	WB
24	10-27-30	20.826412439346313	32.4403022592097	-1.0	-1.0	-1.0	WB
25	10-27-30	20.859874963760376	29.7787275735007	-1.0	-1.0	-1.0	WB
26	10-27-30	20.89463496208191	28.8557865624613	-1.0	-1.0	-1.0	WB
27	10-27-30	20.926897764205933	30.894308464014497	-1.0	-1.0	-1.0	WB
28	10-27-30	20.967779636383057	24.55782145638287	-1.0	-1.0	-1.0	WB
29	10-27-30	20.99701714515686	34.0269989615784	-1.0	-1.0	-1.0	WB
30	10-27-30	21.028302907943726	32.11171678814234	-1.0	-1.0	-1.0	WB
31	10-27-30	21.06377410888672	28.066058189020637	-1.0	-1.0	-1.0	WB
32	10-27-30	21.092961072921753	34.11112556929083	-1.0	-1.0	-1.0	WB
33	10-27-30	21.128046989440918	28.615607133598047	-1.0	-1.0	-1.0	WB
34	10-27-30	21.1599543094635	31.30007537144691	-1.0	-1.0	-1.0	WB
35	10-27-30	21.192965269088745	30.294501303710337	-1.0	-1.0	-1.0	WB
36	10-27-30	21.232100009918213	25.61735550818731	-1.0	-1.0	-1.0	WB
37	10-27-30	21.264216423034668	31.0512078296083	-1.0	-1.0	-1.0	WB
38	10-27-30	21.295726537704468	31.72144029404869	-1.0	-1.0	-1.0	WB
39	10-27-30	21.327122688293457	31.940297143553387	-1.0	-1.0	-1.0	WB
40	10-27-30	21.360113382339478	30.301723764250315	-1.0	-1.0	-1.0	WB
41	10-27-30	21.395310878753662	28.36480692500169	-1.0	-1.0	-1.0	WB
42	10-27-30	21.426687955856323	31.76372049346066	-1.0	-1.0	-1.0	WB
43	10-27-30	21.46173071861267	28.59453784377088	-1.0	-1.0	-1.0	WB
44	10-27-30	21.49642252922058	28.863729578705424	-1.0	-1.0	-1.0	WB
45	10-27-30	21.527256965637207	32.422999025989085	-1.0	-1.0	-1.0	WB
46	10-27-30	21.560730934143066	30.07984853591893	-1.0	-1.0	-1.0	WB
47	10-27-30	21.60371208190918	23.38835574043818	-1.0	-1.0	-1.0	WB
48	10-27-31	21.630624294281006	36.48204298550044	-1.0	-1.0	-1.0	WB
49	10-27-31	21.660739183425903	33.421281614049626	-1.0	-1.0	-1.0	WB
50	10-27-31	21.69740629196167	27.206766819750396	-1.0	-1.0	-1.0	WB
51	10-27-31	21.727115392684937	33.69135366127944	-1.0	-1.0	-1.0	WB
52	10-27-31	21.764981985092163	26.319183248307322	-1.0	-1.0	-1.0	WB
53	10-27-31	21.794759511947632	33.637314342540016	-1.0	-1.0	-1.0	WB
54	10-27-31	21.82766842842102	30.821660310251833	-1.0	-1.0	-1.0	WB
55	10-27-31	21.862353563308716	28.472635937818207	-1.0	-1.0	-1.0	WB
